CD_MOEDA_PAR;CD_MOEDA_REP;CD_TAB_PRC_ITEM;FL_ATIVO;ID_ESPECIALIDADE;ID_GRUPO_CARENCIA;ID_GRUPO_PRC;ID_MOEDA_PAC;ID_MOEDA_REP;ID_PRESTADOR;ID_TAB_GEN_ITEM;ID_TAB_PRC;ID_TAB_PRC_ITEM;ID_TIPO_CAL_PRC;NM_MOEDA_PAR;NM_MOEDA_REP;TX_ATIVO;TX_ESPECIALIDADE;TX_FORMA_CALCULO;TX_GRUPO_CARENCIA;TX_GRUPO_CLINICO;TX_GRUPO_PRC;TX_GRUPO_SIP;TX_ID_TAB_PRC_ITEM;CD_TAB_GEN_ITEM;TX_NOME_GEN;TX_NOME_PRC;TX_NOME;TX_NOME_TAB_PRC;TX_VL_PAC;TX_VL_REP;TX_SITUACAO;TX_TIME_STAMP_INS;TX_TIME_STAMP_UPD;ID_TIPO_MARCACAO;TX_TIPO_MARCACAO;VL_PAC;VL_QTD_PONTOS;VL_REP;VL_TEMPO;TX_VL_TEMPO;ID_SIMBOLO_ODONTO;FL_FAVORITO;TX_FAVORITO;ID_CONTA_REGISTRO;CD_TIPO_TABELA;TX_PESQUISA
R$;US;82000166;VERDADEIRO;6;;1;255;1;29965;864;44871;11662413;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662413;99000015;Apicectomia;Apicetomia multirradiculares sem obturação retrógrada;Apicetomia multirradiculares sem obturação retrógrada;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000166  Apicetomia multirradiculares sem obturação retrógradaCirurgia
R$;US;82000174;VERDADEIRO;6;;1;255;1;29965;864;44871;11662414;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662414;99000015;Apicectomia;Apicetomia unirradiculares com obturação retrógrada;Apicetomia unirradiculares com obturação retrógrada;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000174  Apicetomia unirradiculares com obturação retrógradaCirurgia
R$;US;82000182;VERDADEIRO;6;;1;255;1;29965;864;44871;11662415;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662415;99000015;Apicectomia;Apicetomia unirradiculares sem obturação retrógrada;Apicetomia unirradiculares sem obturação retrógrada;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000182  Apicetomia unirradiculares sem obturação retrógradaCirurgia
R$;US;82000077;VERDADEIRO;6;;1;255;1;29965;864;44872;11662762;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662762;99000015;Apicectomia;Apicetomia birradiculares com obturação retrógrada;Apicetomia birradiculares com obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000077  Apicetomia birradiculares com obturação retrógradaCirurgia
R$;US;82000085;VERDADEIRO;6;;1;255;1;29965;864;44872;11662763;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662763;99000015;Apicectomia;Apicetomia birradiculares sem obturação retrógrada;Apicetomia birradiculares sem obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000085  Apicetomia birradiculares sem obturação retrógradaCirurgia
R$;US;82000158;VERDADEIRO;6;;1;255;1;29965;864;44872;11662764;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662764;99000015;Apicectomia;Apicetomia multirradiculares com obturação retrógrada;Apicetomia multirradiculares com obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000158  Apicetomia multirradiculares com obturação retrógradaCirurgia
R$;US;82000166;VERDADEIRO;6;;1;255;1;29965;864;44872;11662765;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662765;99000015;Apicectomia;Apicetomia multirradiculares sem obturação retrógrada;Apicetomia multirradiculares sem obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000166  Apicetomia multirradiculares sem obturação retrógradaCirurgia
R$;US;82000174;VERDADEIRO;6;;1;255;1;29965;864;44872;11662766;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662766;99000015;Apicectomia;Apicetomia unirradiculares com obturação retrógrada;Apicetomia unirradiculares com obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000174  Apicetomia unirradiculares com obturação retrógradaCirurgia
R$;US;82000182;VERDADEIRO;6;;1;255;1;29965;864;44872;11662767;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662767;99000015;Apicectomia;Apicetomia unirradiculares sem obturação retrógrada;Apicetomia unirradiculares sem obturação retrógrada;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;15;FALSO;;13921;;82000182  Apicetomia unirradiculares sem obturação retrógradaCirurgia
R$;R$;99000015;VERDADEIRO;6;;1;255;255;29965;864;56188;14495012;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14495012;99000015;Apicectomia;Apicectomia;Apicectomia;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;15;FALSO;;13921;00;99000015  ApicectomiaCirurgia
R$;R$;99000015;VERDADEIRO;6;;1;255;255;29965;864;55819;14366907;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366907;99000015;Apicectomia;Apicectomia;Apicectomia;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;15;FALSO;;13921;00;99000015  ApicectomiaCirurgia
R$;R$;99000013;VERDADEIRO;6;;1;255;255;29965;862;44869;11662283;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662283;99000013;Exodontia;Exodontia;Exodontia;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;;99000013  ExodontiaCirurgia
R$;US;82000816;VERDADEIRO;6;;1;255;1;29965;862;44871;11662531;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662531;99000013;Exodontia;Exodontia a retalho;Exodontia a retalho;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000816  Exodontia a retalhoCirurgia
R$;US;82000832;VERDADEIRO;6;;1;255;1;29965;862;44871;11662532;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662532;99000013;Exodontia;Exodontia;Exodontia;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;21/02/2025 08:15 - Bruna Carvalho Patricio Madeira;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;;82000832  ExodontiaCirurgia
R$;US;82000859;VERDADEIRO;6;;1;255;1;29965;862;44871;11662533;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662533;99000013;Exodontia;Exodontia de raiz residual;Exodontia de raiz residual;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000859  Exodontia de raiz residualCirurgia
R$;US;83000089;VERDADEIRO;6;;1;255;1;29965;862;44871;11662534;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662534;99000013;Exodontia;Exodontia simples de decíduo;Exodontia simples de decíduo;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;83000089  Exodontia simples de decíduoCirurgia
R$;US;82000875;VERDADEIRO;6;;1;255;1;29965;862;44871;11662535;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662535;99000013;Exodontia;Exodontia simples de permanente;Exodontia simples de permanente;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000875  Exodontia simples de permanenteCirurgia
R$;US;82001286;VERDADEIRO;6;;1;255;1;29965;862;44871;11662662;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662662;99000013;Exodontia;Remoção de dentes inclusos / impactados;Remoção de dentes inclusos / impactados;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82001286  Remoção de dentes inclusos / impactadosCirurgia
R$;US;82001294;VERDADEIRO;6;;1;255;1;29965;862;44871;11662663;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662663;99000013;Exodontia;Remoção de dentes semi-inclusos / impactados;Remoção de dentes semi-inclusos / impactados;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82001294  Remoção de dentes semi-inclusos / impactadosCirurgia
R$;US;82000816;VERDADEIRO;6;;1;255;1;29965;862;44872;11662883;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662883;99000013;Exodontia;Exodontia a retalho;Exodontia a retalho;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000816  Exodontia a retalhoCirurgia
R$;US;82000832;VERDADEIRO;6;;1;255;1;29965;862;44872;11662884;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662884;99000013;Exodontia;Exodontia de permanente por indicação ortodôntica/protética;Exodontia de permanente por indicação ortodôntica/protética;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000832  Exodontia de permanente por indicação ortodôntica/protéticaCirurgia
R$;US;82000859;VERDADEIRO;6;;1;255;1;29965;862;44872;11662885;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662885;99000013;Exodontia;Exodontia de raiz residual;Exodontia de raiz residual;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000859  Exodontia de raiz residualCirurgia
R$;US;83000089;VERDADEIRO;6;;1;255;1;29965;862;44872;11662886;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662886;99000013;Exodontia;Exodontia simples de decíduo;Exodontia simples de decíduo;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;83000089  Exodontia simples de decíduoCirurgia
R$;US;82000875;VERDADEIRO;6;;1;255;1;29965;862;44872;11662887;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662887;99000013;Exodontia;Exodontia simples de permanente;Exodontia simples de permanente;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82000875  Exodontia simples de permanenteCirurgia
R$;R$;99000013;VERDADEIRO;6;;1;255;255;29965;862;56188;14495010;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14495010;99000013;Exodontia;Exodontia;Exodontia;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;00;99000013  ExodontiaCirurgia
R$;US;82001286;VERDADEIRO;6;;1;255;1;29965;862;44872;11663014;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11663014;99000013;Exodontia;Remoção de dentes inclusos / impactados;Remoção de dentes inclusos / impactados;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82001286  Remoção de dentes inclusos / impactadosCirurgia
R$;US;82001294;VERDADEIRO;6;;1;255;1;29965;862;44872;11663015;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11663015;99000013;Exodontia;Remoção de dentes semi-inclusos / impactados;Remoção de dentes semi-inclusos / impactados;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;;82001294  Remoção de dentes semi-inclusos / impactadosCirurgia
R$;R$;99000013;VERDADEIRO;6;;1;255;255;29965;862;55819;14366905;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366905;99000013;Exodontia;Exodontia;Exodontia;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;00;99000013  ExodontiaCirurgia
R$;R$;99000009;VERDADEIRO;6;;1;255;255;29965;858;44869;11662279;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662279;99000009;Implante;Implante;Implante;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;9;FALSO;;13921;;99000009  ImplanteCirurgia
R$;US;81000235;VERDADEIRO;6;;1;255;1;29965;859;44871;11662507;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662507;99000010;Consulta;Diagnóstico e tratamento de xerostomia;Diagnóstico e tratamento de xerostomia;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000235  Diagnóstico e tratamento de xerostomiaCirurgia
R$;US;81000260;VERDADEIRO;6;;1;255;1;29965;859;44871;11662509;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662509;99000010;Consulta;Diagnóstico por meio de procedimentos laboratoriais;Diagnóstico por meio de procedimentos laboratoriais;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000260  Diagnóstico por meio de procedimentos laboratoriaisCirurgia
R$;US;81000197;VERDADEIRO;6;;1;255;1;29965;859;44871;11662504;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662504;99000010;Consulta;Diagnóstico e tratamento de estomatite herpética;Diagnóstico e tratamento de estomatite herpética;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000197  Diagnóstico e tratamento de estomatite herpéticaCirurgia
R$;US;81000200;VERDADEIRO;6;;1;255;1;29965;859;44871;11662505;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662505;99000010;Consulta;Diagnóstico e tratamento de estomatite por candidose;Diagnóstico e tratamento de estomatite por candidose;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000200  Diagnóstico e tratamento de estomatite por candidoseCirurgia
R$;R$;99000009;VERDADEIRO;6;;1;255;255;29965;858;56188;14495006;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14495006;99000009;Implante;Implante;Implante;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;9;FALSO;;13921;00;99000009  ImplanteCirurgia
R$;R$;99000009;VERDADEIRO;6;;1;255;255;29965;858;55819;14366901;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366901;99000009;Implante;Implante;Implante;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;9;FALSO;;13921;00;99000009  ImplanteCirurgia
R$;US;81000197;VERDADEIRO;6;;1;255;1;29965;859;44872;11662856;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662856;99000010;Consulta;Diagnóstico e tratamento de estomatite herpética;Diagnóstico e tratamento de estomatite herpética;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000197  Diagnóstico e tratamento de estomatite herpéticaCirurgia
R$;US;81000200;VERDADEIRO;6;;1;255;1;29965;859;44872;11662857;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662857;99000010;Consulta;Diagnóstico e tratamento de estomatite por candidose;Diagnóstico e tratamento de estomatite por candidose;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000200  Diagnóstico e tratamento de estomatite por candidoseCirurgia
R$;US;81000235;VERDADEIRO;6;;1;255;1;29965;859;44872;11662859;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662859;99000010;Consulta;Diagnóstico e tratamento de xerostomia;Diagnóstico e tratamento de xerostomia;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000235  Diagnóstico e tratamento de xerostomiaCirurgia
R$;US;81000260;VERDADEIRO;6;;1;255;1;29965;859;44872;11662861;2;Reais;Unidade de serviço;Sim;Cirurgia;Procedimento;;;Procedimento;;11662861;99000010;Consulta;Diagnóstico por meio de procedimentos laboratoriais;Diagnóstico por meio de procedimentos laboratoriais;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;10;FALSO;;13921;;81000260  Diagnóstico por meio de procedimentos laboratoriaisCirurgia
R$;R$;85400254;VERDADEIRO;6;;1;255;255;29965;591;44869;11662155;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662155;85400254;Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;37;FALSO;;13921;;85400254  Órtese reposicionadora (placa oclusal reposicionadora)Cirurgia
R$;R$;85400254;VERDADEIRO;6;;1;255;255;29965;591;56188;14494751;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14494751;85400254;Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;37;FALSO;;13921;00;85400254  Órtese reposicionadora (placa oclusal reposicionadora)Cirurgia
R$;R$;85400254;VERDADEIRO;6;;1;255;255;29965;591;55819;14366777;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366777;85400254;Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);Órtese reposicionadora (placa oclusal reposicionadora);PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;37;FALSO;;13921;00;85400254  Órtese reposicionadora (placa oclusal reposicionadora)Cirurgia
R$;R$;85300080;VERDADEIRO;6;;1;255;255;29965;567;44869;11662131;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662131;85300080;Tratamento de pericoronarite;Tratamento de pericoronarite;Tratamento de pericoronarite;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;3;Grupo (ex: Prótese fixa);;;;;;17;FALSO;;13921;;85300080  Tratamento de pericoronariteCirurgia
R$;R$;85300080;VERDADEIRO;6;;1;255;255;29965;567;55819;14366753;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366753;85300080;Tratamento de pericoronarite;Tratamento de pericoronarite;Tratamento de pericoronarite;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;3;Grupo (ex: Prótese fixa);;;;;;17;FALSO;;13921;00;85300080  Tratamento de pericoronariteCirurgia
R$;R$;85300080;VERDADEIRO;6;;1;255;255;29965;567;56188;14494727;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14494727;85300080;Tratamento de pericoronarite;Tratamento de pericoronarite;Tratamento de pericoronarite;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;3;Grupo (ex: Prótese fixa);;;;;;17;FALSO;;13921;00;85300080  Tratamento de pericoronariteCirurgia
R$;R$;83000089;VERDADEIRO;6;;1;255;255;29965;499;44869;11662063;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662063;83000089;Exodontia simples de decíduo;Exodontia simples de decíduo;Exodontia simples de decíduo;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;;83000089  Exodontia simples de decíduoCirurgia
R$;R$;83000089;VERDADEIRO;6;;1;255;255;29965;499;55819;14366949;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366949;83000089;Exodontia simples de decíduo;Exodontia simples de decíduo;Exodontia simples de decíduo;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;00;83000089  Exodontia simples de decíduoCirurgia
R$;R$;83000089;VERDADEIRO;6;;1;255;255;29965;499;56188;14494659;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14494659;83000089;Exodontia simples de decíduo;Exodontia simples de decíduo;Exodontia simples de decíduo;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;13;FALSO;;13921;00;83000089  Exodontia simples de decíduoCirurgia
R$;R$;83.000.089;VERDADEIRO;6;;1;255;255;29965;499;84483;22114128;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;22114128;83000089;Exodontia simples de decíduo;Exodontia simples de decíduo;Exodontia simples de decíduo;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;13;FALSO;;13921;00;83.000.089Exodontia simples de decíduoCirurgia
R$;R$;82.001.707;VERDADEIRO;6;;1;255;255;29965;494;84483;22114123;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;22114123;82001707;Ulectomia;Ulectomia;Ulectomia;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;51;FALSO;;13921;00;82.001.707UlectomiaCirurgia
R$;R$;82001707;VERDADEIRO;6;;1;255;255;29965;494;56188;14494654;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14494654;82001707;Ulectomia;Ulectomia;Ulectomia;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;51;FALSO;;13921;00;82001707  UlectomiaCirurgia
R$;R$;82001707;VERDADEIRO;6;;1;255;255;29965;494;55819;14366944;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366944;82001707;Ulectomia;Ulectomia;Ulectomia;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;51;FALSO;;13921;00;82001707  UlectomiaCirurgia
R$;R$;82001707;VERDADEIRO;6;;1;255;255;29965;494;44869;11662058;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662058;82001707;Ulectomia;Ulectomia;Ulectomia;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;51;FALSO;;13921;;82001707  UlectomiaCirurgia
R$;R$;82001715;VERDADEIRO;6;;1;255;255;29965;495;44869;11662059;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;11662059;82001715;Ulotomia;Ulotomia;Ulotomia;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;51;FALSO;;13921;;82001715  UlotomiaCirurgia
R$;R$;82001715;VERDADEIRO;6;;1;255;255;29965;495;55819;14366945;1;Reais;Reais;Sim;Cirurgia;Elemento/face;;;Procedimento;;14366945;82001715;Ulotomia;Ulotomia;Ulotomia;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;51;FALSO;;13921;00;82001715  UlotomiaCirurgia
